movie_id,title,genres,directors,actors,overview
6373,Bruce Almighty,Comedy|Romance|Drama|Fantasy,Tom Shadyac,Catherine Bell|Jim Carrey|Jennifer Aniston|Morgan Freeman|Philip Baker Hall,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, NY, but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God — and the Almighty responds, endowing Bruce with all of His divine powers."
6374,The In-Laws,Comedy,Andrew Fleming,Ryan Reynolds|Candice Bergen|Lindsay Sloane|Michael Douglas|Albert Brooks,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his new in-laws are international smugglers."
6375,Gigantic (A Tale of Two Johns),Documentary,AJ Schnack,Michael Azerrad|John Linnell|John Flansburgh|Sarah Vowell|Ira Glass,"John Flansburgh & John Linnell met in the 1970s as junior high students in Lincoln, Massachusetts. A decade later, their band—They Might Be Giants—would stand at the forefront of a burgeoning East Village NYC performance art scene as well as the college music revolution of the late 1980s. Filmed in 2001, ‘Gigantic (A Tale of Two Johns)’ is the acclaimed true story, tracing their independent and sometimes hilarious path through two decades in the pop music wilderness. From their legendary Dial-a-Song answering machine, to their Grammy Award-winning theme song for ‘Malcolm in the Middle’, fans and friends gather to tell the oral history of Brooklyn's finest alternative rock band."
6376,Respiro,Comedy|Drama,Emanuele Crialese,Francesco Casisa|Veronica D'Agostino|Vincenzo Amato|Filippo Pucillo|Valeria Golino,"Grazia is a free-spirited mother-of-three married to shy fisherman Pietro and living on the idyllic but isolated island of Lampedusa in the Mediterranean Sea. She shows signs of manic depressive behavior — one moment she's laughing wildly and swimming half-naked in the sea, while the next she's curled in a ball on her bed. Out of her earshot, the adult members of her extended family vaguely discuss sending her to a facility of some sort in Northern Italy."
6377,Finding Nemo,Comedy|Adventure|Animation|Children,Andrew Stanton,Geoffrey Rush|Ellen DeGeneres|Willem Dafoe|Alexander Gould|Albert Brooks,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way."
6378,The Italian Job,Action|Crime,F. Gary Gray,Charlize Theron|Jason Statham|Edward Norton|Seth Green|Mark Wahlberg,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles."
6379,Wrong Turn,Thriller|Horror,Rob Schmidt,Jeremy Sisto|Eliza Dushku|Desmond Harrington|Emmanuelle Chriqui|Kevin Zegers,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding."
6380,Capturing the Friedmans,Documentary,Andrew Jarecki,Seth Friedman|Arnold Friedman|Jesse Friedman|David Friedman|Elaine Friedman,An Oscar nominated documentary about a middle-class American family who is torn apart when the father Arnold and son Jesse are accused of sexually abusing numerous children. Director Jarecki interviews people from different sides of this tragic story and raises the question of whether they were rightfully tried when they claim they were innocent and there was never any evidence against them.
6382,Together,Drama,Chen Kaige,Yun Tang|Liu Peiqi|Cheng Qian|Chen Hong|Chen Kaige,"When a violin prodigy Xiaochun and his father head to Beijing seeking fame and fortune, they soon discover a fierce world of cutthroat ambition. But when Xiaochun is ""adopted"" by a famous music tutor, success finally seems within reach - until a shocking discovery begins to unravel his entire world, and the boy must make the most difficult choice of his life. Can he achieve the fame his father had always hoped for without losing the extraordinary passion that sets him apart?"
6383,2 Fast 2 Furious,Thriller|Action|Crime,John Singleton,Eva Mendes|Ludacris|Cole Hauser|Paul Walker|Tyrese Gibson,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down."
6385,Whale Rider,Drama,Niki Caro,Rawiri Paratene|Keisha Castle-Hughes|Vicky Haughton|Cliff Curtis|Grant Roa,"A contemporary story of love, rejection, and triumph as a young Maori girl fights to fulfill a destiny her grandfather refuses to recognize."
6386,Nevada Smith,Western,Henry Hathaway,Karl Malden|Brian Keith|Arthur Kennedy|Steve McQueen|Suzanne Pleshette,"Nevada Smith is the young son of an Indian mother and white father. When his father is killed by three men over gold, Nevada sets out to find them and kill them. The boy is taken in by a gun merchant. The gun merchant shows him how to shoot and to shoot on time and correct."
6387,Once a Thief,Comedy|Thriller|Action|Crime,John Woo,Paul Chu Kong|Chow Yun-Fat|Leslie Cheung|Kenneth Tsang|Cherie Chung Cho-Hung,Three orphans grow up to become art thieves under the tutelage of a crime boss. Romance complicates matters when the trio are double-crossed.
6390,Silk Stockings,Musical,Rouben Mamoulian,Cyd Charisse|Wim Sonneveld|Janis Paige|Peter Lorre|Fred Astaire,"After three bumbling Soviet agents fail in their mission to retrieve a straying Soviet composer from Paris, the beautiful, ultra-serious Ninotchka is sent to complete their mission and to retrieve them. She starts out condemning the decadent West, but gradually falls under its spell—with the help of an American movie producer.  A remake of Ninotchka  (1939)."
6395,The Crazies,Thriller|Action|Horror|Drama|Sci-Fi,George A. Romero,Lloyd Hollar|Will MacMillan|Lynn Lowry|Lane Carroll|Harold Wayne Jones,"The military attempts to contain a manmade virus causing death and permanent insanity in those infected, as it overtakes a small Pennsylvania town."
6400,Murder on a Sunday Morning,Documentary,Jean-Xavier de Lestrade,Michael Glover|Dwayne Darnell|James Williams|Patrick McGuinness|Ann Finnell,"2001 French documentary about the murder trial of a 15 year old black teen accused of murder in Jacksonville, Florida. Winner of 2002 Academy Award for Best Documentary."
6402,Siam Sunset,Comedy,John Polson,Danielle Cormack|Linus Roache|Ian Bliss|Alan Brough|Roy Billing,"A British design executive, who seemingly has everything going for him has his life totally changed when a refrigerator falls from an aircraft and lands on his wife..."
6405,Treasure Island,Adventure|Children,Byron Haskin,Denis O'Dea|Basil Sydney|Bobby Driscoll|Walter Fitzgerald|Robert Newton,"Enchanted by the idea of locating treasure buried by Captain Flint, Squire Trelawney, Dr. Livesey and Jim Hawkins charter a sailing voyage to a Caribbean island. Unfortunately, a large number of Flint's old pirate crew are aboard the ship, including Long John Silver."
6407,Walk Don't Run,Comedy|Romance,Charles Walters,Miiko Taka|Jim Hutton|John Standing|Cary Grant|Samantha Eggar,"During the housing shortage of the Summer Olympic Games in 1964, two men and a woman share a small apartment in Tokyo, and the older man soon starts playing Cupid to the younger pair."
6408,Animals Are Beautiful People,Comedy|Documentary,Jamie Uys,Paddy O'Byrne,"Animals Are Beautiful People (also called Beautiful People) is a 1974 South African nature documentary written, produced, directed, filmed and edited by Jamie Uys, about the wildlife in Southern Africa, presented with comedic elements. It was filmed in the Namib Desert, the Kalahari Desert and at the Okavango River and Okavango Delta. It was the recipient of the 1974 Golden Globe Award for Best Documentary Film. The film, a critical and commercial success, was independently made by Uys, also known for his later African comedy The Gods Must Be Crazy (1980)."
6410,Car Wash,Comedy,Michael Schultz,Ivan Dixon|DeWayne Jessie|Franklyn Ajaye|Sully Boyar|Bill Duke,"This day-in-the-life cult comedy focuses on a group of friends working at Sully Boyar's Car Wash in the Los Angeles ghetto. The team meets dozens of eccentric customers -- including a smooth-talking preacher, a wacky cab driver and an ex-convict -- while cracking politically incorrect jokes to a constant soundtrack of disco and funk. Some of the workers find romance as the day moves along, but most are just happy to get through another shift."
6412,Destry Rides Again,Comedy|Western,George Marshall,Charles Winninger|Brian Donlevy|Marlene Dietrich|Mischa Auer|James Stewart,"Tom Destry, son of a legendary frontier peacekeeper, doesn’t believe in gunplay. Thus he becomes the object of widespread ridicule when he rides into the wide-open town of Bottleneck, the personal fiefdom of the crooked Kent."
6415,Intervista,Comedy|Drama,Federico Fellini,Lara Wendel|Maurizio Mein|Sergio Rubini|Antonella Ponziani|Paola Liguori,"Federico Fellini welcomes us into his world of film making with a mockumentary about his life in film, as a Japanese film crew follows him around."
6417,Live Wire,Action,Christian Duguay,Michael J. Shea|Ron Silver|Lisa Eilbacher|Pierce Brosnan|Ben Cross,"Danny O'Neill is a bomb disposal expert assigned to a case where terrorists have developed an ""invisible"" liquid explosive which is activated within the human body."
6422,Shenandoah,War|Drama|Western,Andrew V. McLaglen,Glenn Corbett|James Stewart|Rosemary Forsyth|Doug McClure|Patrick Wayne,"Charlie Anderson, a farmer in Shenandoah, Virginia, finds himself and his family in the middle of the Civil War he wants nothing to do with. When his youngest boy is taken prisoner by the North, the Civil War is forced upon him."
6424,Oscar,Comedy|Romance|Crime|Mystery,John Landis,Tim Curry|Vincent Spano|Marisa Tomei|Sylvester Stallone|Ornella Muti,"Angelo ""Snaps"" Provolone made his dying father a promise on his deathbed: he would leave the world of crime and become an honest businessman. Despite having no experience in making money in a legal fashion, Snaps sets about to keep his promise."
6425,The 6th Man,Comedy,Randall Miller,Octavia Spencer|Michael Michele|Kadeem Hardison|Marlon Wayans|David Paymer,A college athlete returns from the dead to help his brother's basketball team win the NCAA title.
6427,The Railway Children,Drama|Children,Lionel Jeffries,Iain Cuthbertson|Jenny Agutter|William Mervyn|Dinah Sheridan|Bernard Cribbins,"After the enforced absence of their father, the three Waterbury children move with their mother to Yorkshire, where they find themselves involved in several unexpected dramas along the railway by their new home."
6428,Two Mules for Sister Sara,Comedy|War|Western,Don Siegel,Armando Silvestre|Shirley MacLaine|Manolo Fábregas|Alberto Morin|Clint Eastwood,"When a wandering mercenary named Hogan rescues a nun called Sister Sara from the unwanted attentions of a band of rogues on the Mexican plains, he has no idea what he has let himself in for. Their chance encounter results in the blowing up of a train and a French garrison, as well as igniting a spark between them that survives a shocking discovery."
6429,Winchester '73,Western,Anthony Mann,James Stewart|Stephen McNally|Millard Mitchell|Shelley Winters|Dan Duryea,"Lin McAdam rides into town on the trail of Dutch Henry Brown, only to find himself in a shooting competition against him. McAdam wins the prize, a one-in-a-thousand Winchester rifle, but Dutch steals it and leaves town. McAdam follows, intent on settling his old quarrel, while the rifle keeps changing hands and touching a number of lives."
6433,Man with a Movie Camera,Documentary,Dziga Vertov,Mikhail Kaufman,"A cameraman wanders around with a camera slung over his shoulder, documenting urban life with dazzling inventiveness."
6434,"Objective, Burma!",War,Raoul Walsh,Henry Hull|George Tobias|Errol Flynn|Anthony Caruso|James Brown,"A group of men parachute into Japanese-occupied Burma with a dangerous and important mission: to locate and blow up a radar station. They accomplish this well enough, but when they try to rendezvous at an old air-strip to be taken back to their base, they find Japanese waiting for them, and they must make a long, difficult walk back through enemy-occupied jungle."
6436,This Boy's Life,Drama,Michael Caton-Jones,Robert De Niro|Eliza Dushku|Chris Cooper|Leonardo DiCaprio|Ellen Barkin,"When a son and mother move to Seattle in hopes for a better life, the mother meets a seemingly polite man. Things go south when the man turns out to be abusive, endangering their lives. As the mother struggles to maintain hope in an impossible situation, the son has plans to escape."
6440,Barton Fink,Thriller|Drama,Joel Coen,Judy Davis|Michael Lerner|John Mahoney|John Goodman|John Turturro,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.
6442,Belle Époque,Comedy|Romance,Fernando Trueba,Ariadna Gil|Maribel Verdú|Penélope Cruz|Jorge Sanz|Fernando Fernán Gómez,"In 1931, a young soldier deserts from the army and falls into a country farm, where he is welcomed by the owner due to his political ideas. Manolo has four daughters, Fernando likes all of them and they like him, so he has to decide which one to love."
6448,The Flight of the Phoenix,Adventure|Action|Drama,Robert Aldrich,James Stewart|Hardy Krüger|Ernest Borgnine|Richard Attenborough|Peter Finch,A cargo aircraft crashes in a sandstorm in the Sahara with less than a dozen men on board. One of the passengers is an airplane designer who comes up with the idea of ripping off the undamaged wing and using it as the basis for a replacement aircraft they need to build before their food and water run out.
6449,From the Terrace,Drama,Mark Robson,Ted de Corsia|Joanne Woodward|Paul Newman|Elizabeth Allen|Ina Balin,"Alfred Eaton, an ambitious young executive, climbs to the top of New York's financial world as his marriage crumbles. At the brink of attaining his career goals, he is forced to choose between business success, married to the beautiful, but unfaithful Mary and starting over with his true love, the much younger Natalie."
6452,"The Long, Hot Summer",Drama,Martin Ritt,Orson Welles|Joanne Woodward|Paul Newman|Lee Remick|Anthony Franciosa,"Accused barn burner and conman Ben Quick arrives in a small Mississippi town and quickly ingratiates himself with its richest family, the Varners."
6453,Man of Aran,Documentary,Robert Flaherty,Patch 'Red Beard' Ruadh|Pat Mullin of Aran|Colman 'Tiger' King|Michael Dirrane|Maggie Dirrane,"A documentary on the life of the people of  the Aran Islands, who were believed to contain the essence of the ancient Irish life, represented by a pure uncorrupted peasant existence centred around the struggle between man and his hostile but magnificent surroundings. A blend of documentary and fictional narrative, the film captures the everyday trials of life on Ireland's unforgiving Aran Islands."
6454,Music Box,Drama,Costa-Gavras,Jessica Lange|Donald Moffat|Armin Mueller-Stahl|Lukas Haas|Cheryl Lynn Bruce,"A lawyer defends her father accused of war crimes, but there is more to the case than she suspects."
6460,The Trial,Drama,Orson Welles,Orson Welles|Anthony Perkins|Akim Tamiroff|Jeanne Moreau|Romy Schneider,The surreal tale of an unassuming man who is accused of a never-specified crime and shambles through bizarre encounters to escape this nightmare.
6461,The Unforgiven,Drama|Western,John Huston,John Saxon|Charles Bickford|Audrey Hepburn|Audie Murphy|Burt Lancaster,The neighbors of a frontier family turn on them when it is suspected that their beloved adopted daughter was stolen from the Kiowa tribe.
6464,Good Burger,Comedy|Children,Brian Robbins,Abe Vigoda|Sinbad|Kel Mitchell|Kenan Thompson|Shar Jackson,Two L.A. teens with summer jobs at Good Burger try to save their small restaurant when a corporate giant burger franchise moves in across the street.
6465,Jubilee,Drama,Derek Jarman,Ian Charleson|Nell Campbell|Jenny Runacre|Toyah Willcox|Pamela Rooke,Queen Elizabeth I visits late 1970s England to find a depressing landscape where life has changed since her time.
6466,Mississippi Masala,Romance|Drama,Mira Nair,Denzel Washington|Roshan Seth|Sharmila Tagore|Sarita Choudhury|Charles S. Dutton,"Years after her Indian family was forced to flee their home in Uganda, twentysomething Mina finds herself helping to run a motel in the faraway land of Mississippi. It's there that a passionate romance with the charming Black carpet cleaner Demetrius challenges the prejudices of their conservative families and exposes the rifts between the region's Indian and African American communities."
6476,Shattered,Thriller|Mystery,Wolfgang Petersen,Corbin Bernsen|Bob Hoskins|Greta Scacchi|Joanne Whalley|Tom Berenger,Dan Merrick comes out from a shattering car accident with amnesia. He finds that he is married to Judith who is trying to help him start his life again. He keeps getting flashbacks about events and places that he can't remember. He meets pet shop owner and part time private detective Gus Klein who has supposedly done some work for him prior to the accident. Klein helps Merrick to find out more...
6477,The Song of Bernadette,Drama,Henry King,Jennifer Jones|Lee J. Cobb|William Eythe|Charles Bickford|Vincent Price,"In 1858 Lourdes, France, adolescent peasant Bernadette has a vision of ""a beautiful lady"" in the Massabielle grotto - the townspeople assume this lady to be the Virgin Mary. Pompous government officials think the girl is insane, doing their best to suppress her and her followers, while the church wants nothing to do with the matter. But as Bernadette attracts wider and wider attention, the phenomenon overtakes everyone in the town, ultimately transforming their lives."
6480,Thoroughly Modern Millie,Comedy|Musical,George Roy Hill,James Fox|Carol Channing|Julie Andrews|Mary Tyler Moore|John Gavin,"Millie Dillmount, a fearless young lady fresh from Salina, Kansas, determined to experience Life, sets out to see the world in the rip-roaring Twenties. With high spirits and wearing one of those new high hemlines, she arrives in New York to test the ""modern"" ideas she had been reading about back in Kansas: ""I've taken the girl out of Kansas. Now I have to take Kansas out of the girl!"""
6482,Dumb and Dumberer: When Harry Met Lloyd,Comedy,Troy Miller,Rachel Nichols|Derek Richardson|Luis Guzmán|Eric Christian Olsen|Mimi Rogers,"This wacky prequel to the 1994 blockbuster goes back to the lame-brained Harry and Lloyd's days as classmates at a Rhode Island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school."
6483,From Justin to Kelly,Romance|Musical,Robert Iscove,Kelly Clarkson|Brian Dietzen|Gregory Siff|Justin Guarini|Brandon Henschel,"A waitress from Texas and a college student from Pennsylvania meet during spring break in Fort Lauderdale, Florida and come together through their shared love of singing."
6484,Hollywood Homicide,Action|Crime|Drama,Ron Shelton,Isaiah Washington|Lena Olin|Josh Hartnett|Bruce Greenwood|Harrison Ford,"Joe Gavilan and his new partner K. C. Calden, are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts."
6493,Alex & Emma,Comedy|Romance|Drama,Rob Reiner,Kate Hudson|Lobo Sebastian|David Paymer|Sophie Marceau|Luke Wilson,"Writer Alex Sheldon must finish his novel within a month. If he doesn't, he won't get paid. And, if that happens, angry Mafia types to whom he owes money will come looking for him. In order to expedite things, Alex hires typist Emma Dinsmore and begins dictating his novel. The book is about a doomed love affair between a character similar to Alex and a character named Polina Delacroix. But, as Alex falls for Emma, his work takes a different turn."
6502,28 Days Later,Action|Horror|Sci-Fi,Danny Boyle,Christopher Eccleston|Cillian Murphy|Brendan Gleeson|Megan Burns|Naomie Harris,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain."
6503,Charlie's Angels: Full Throttle,Comedy|Adventure|Thriller|Action|Crime,McG,Lucy Liu|Bernie Mac|Drew Barrymore|Cameron Diaz|Demi Moore,"The Angels are charged with finding a pair of missing rings that are encoded with the personal information of members of the Witness Protection Program. As informants are killed, the ladies target a rogue agent who might be responsible."
6506,Fulltime Killer,Thriller|Action,Wai Ka-Fai|Johnnie To,Takashi Sorimachi|Kelly Lin Hsi-Lei|Andy Lau|Cherrie Ying Choi-Yi|Simon Yam,"Professional assassin O has resided in an isolated world of killing and loneliness. But his life begins to change once he meets the innocent Chin; hired to clean O's apartment. However, soon the flamboyent and reckless Tok enters Chin's life with a mission to unveil O's identity and usurp his place as the number one sharp-shooting assassin in the game."
6509,Ali: Fear Eats the Soul,Romance|Drama,Rainer Werner Fassbinder,Brigitte Mira|Irm Hermann|Barbara Valentin|Elma Karlowa|El Hedi ben Salem,"Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future."
6510,"Bodies, Rest & Motion",Romance|Drama,Michael Steinberg,Bridget Fonda|Alicia Witt|Tim Roth|Eric Stoltz|Phoebe Cates,"Rebelling against his dreary life in a small Arizona town, salesman Nick abandons his girlfriend, Beth, and strikes out onto the highway in search of... something else. Encouraged by her best friend, Carol, Beth reluctantly accepts the romantic attentions of Sid, a local housepainter."
6514,Ring of Terror,Horror,Clark L. Paylow,Esther Furst|George E. Mather|Pamela Raymond|Lomax Study|Norman Ollestad,A group of medical students undertake some silly and frightening endeavors in order to pledge a fraternity.
6515,You Only Live Once,Crime|Film-Noir,Fritz Lang,Barton MacLane|William Gargan|Jean Dixon|Sylvia Sidney|Henry Fonda,"Based partially on the story of Bonnie and Clyde, Eddie Taylor is an ex-convict who cannot get a break after being released from prison. When he is framed for murder, Taylor is forced to flee with his wife Joan Graham and baby. While escaping prison after being sentenced to death, Taylor becomes a real murderer, condemning himself and Joan to a life of crime and death on the road."
6516,Anastasia,Drama,Anatole Litvak,Helen Hayes|Martita Hunt|Ingrid Bergman|Akim Tamiroff|Yul Brynner,"Russian exiles in Paris plot to collect ten million pounds from the Bank of England by grooming a destitute, suicidal girl to pose as heir to the Russian throne. While Bounin is coaching her, he comes to believe that she is really Anastasia. In the end, the Empress must decide her claim."
6517,The Babe,Drama,Arthur Hiller,Randy Steinmeyer|Trini Alvarado|James Cromwell|John Goodman|Kelly McGillis,"A chronicle of Babe Ruth's phenomenal story--from his hard knock beginnings at a Baltimore orphanage, to his meteoric rise to baseball superstardom and his poignant retirement from the game. His amazing career included seven American League pennants, four World Series championships, two tempestuous marriages and a wild lifestyle that earned him numerous suspensions."
6523,Mr. Baseball,Comedy|Romance,Fred Schepisi,Aya Takanashi|Ken Takakura|Toshi Shioya|Dennis Haysbert|Tom Selleck,"Jack Elliot, a one-time MVP for the New York Yankees is now on the down side of his baseball career. With a falling batting average, does he have one good year left and can the manager of the Chunichi Dragons, a Japanese Central baseball league find it in him?"
6527,Scaramouche,Adventure|Romance,George Sidney,Mel Ferrer|Stewart Granger|Eleanor Parker|Henry Wilcoxon|Janet Leigh,"In 18th-century France, a young man masquerades as an actor to avenge his friend's murder."
6528,Start the Revolution Without Me,Comedy,Bud Yorkin,Donald Sutherland|Gene Wilder|Hugh Griffith|Billie Whitelaw|Jack MacGowran,"Two sets of identical twins are accidentally switched at birth. One pair, Phillipe and Pierre DeSisi, are aristocratic and haughty, while the other, Charles and Claude Coupé, are poor and dim-witted. On the eve of the French Revolution, both sets find themselves entangled in palace intrigue."
6530,The Tenant,Thriller|Horror|Drama|Mystery,Roman Polanski,Roman Polanski|Bernard Fresson|Jo Van Fleet|Isabelle Adjani|Melvyn Douglas,A quiet and inconspicuous man rents an apartment in Paris where he finds himself drawn into a rabbit hole of dangerous paranoia.
6533,"What's Up, Doc?",Comedy,Peter Bogdanovich,Ryan O'Neal|Madeline Kahn|Kenneth Mars|Barbra Streisand|Austin Pendleton,The accidental mix-up of four identical plaid overnight bags leads to a series of increasingly wild and wacky situations.
6534,Hulk,Adventure|Action|Sci-Fi,Ang Lee,Jennifer Connelly|Nick Nolte|Sam Elliott|Josh Lucas|Eric Bana,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry."
6535,"Legally Blonde 2: Red, White & Blonde",Comedy,Charles Herman-Wurmfeld,Mary Lynn Rajskub|Sally Field|Reese Witherspoon|Regina King|Luke Wilson,"Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights."
6536,Sinbad: Legend of the Seven Seas,Adventure|Animation|Children|Fantasy,Tim Johnson|Patrick Gilmore,Brad Pitt|Michelle Pfeiffer|Catherine Zeta-Jones|Dennis Haysbert|Joseph Fiennes,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus."
6537,Terminator 3: Rise of the Machines,Adventure|Action|Sci-Fi,Jonathan Mostow,Kristanna Loken|Claire Danes|Nick Stahl|Arnold Schwarzenegger|Earl Boen,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised."
6538,Swimming Pool,Thriller|Drama|Mystery,François Ozon,Marc Fayolle|Charles Dance|Charlotte Rampling|Ludivine Sagnier|Jean-Marie Lamour,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime."
6539,Pirates of the Caribbean: The Curse of the Black Pearl,Comedy|Adventure|Action|Fantasy,Gore Verbinski,Geoffrey Rush|Orlando Bloom|Jack Davenport|Johnny Depp|Keira Knightley,"After Port Royal is attacked and pillaged by a mysterious pirate crew, capturing the governor's daughter Elizabeth Swann in the process, William Turner asks free-willing pirate Jack Sparrow to help him locate the crew's ship—The Black Pearl—so that he can rescue the woman he loves."
6541,The League of Extraordinary Gentlemen,Action|Sci-Fi|Fantasy,Stephen Norrington,Sean Connery|Stuart Townsend|Naseeruddin Shah|Peta Wilson|Shane West,"To prevent a world war from breaking out, famous characters from Victorian literature band together to do battle against a cunning villain."
6542,The Cuckoo,Comedy|War|Drama,Aleksandr Rogozhkin,Sergei Antonov|Viktor Bychkov|Mikhail Korobochkin|Anni-Kristiina Juuso|Ville Haapasalo,"September of 1944, a few days before Finland went out of the Second World War. A chained to a rock Finnish sniper-kamikadze Veikko managed to set himself free. Ivan, a captain of the Soviet Army, arrested by the Front Secret Police 'Smersh', has a narrow escape. They are soldiers of the two enemy armies. A Lapp woman Anni gives a shelter to both of them at her farm. For Anni they are not enemies, but just men."
6545,I Capture the Castle,Romance|Drama,Tim Fywell,Bill Nighy|Henry Thomas|Tara Fitzgerald|Romola Garai|Rose Byrne,"In 1930s England, 17-year-old Cassandra Mortmain and her eccentric family struggle to survive in a decaying English castle."
6547,Northfork,Drama|Fantasy,Michael Polish,Nick Nolte|Douglas Sebern|James Woods|Daryl Hannah|Claire Forlani,"The year is 1955, and a great flood is coming to Northfork, Montana. A new hydroelectric dam is about to be installed in the mountains above the town, ready to submerge the valley in the name of progress. It is the responsibility of a six-man Evacuation Committee to relocate the townsfolk to higher ground. Most have duly departed, but a few stubborn stragglers remain – among them a priest caring for a sickly orphan, a boy whose fevered visions are leading him to believe he is a member of a roaming band of lost angels desperately searching for a way home."
6548,Bad Boys II,Comedy|Thriller|Action|Crime,Michael Bay,Will Smith|Martin Lawrence|Peter Stormare|Gabrielle Union|Jordi Mollà,"Detectives Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force are tasked with stopping the flow of the drug Ecstasy into Miami. They track the drugs to the whacked-out Cuban drug lord Johnny Tapia, who is also involved in a bloody war with Russian and Haitian mobsters. If that isn't bad enough, there's tension between the two detectives when Marcus discovers that playboy Mike is secretly romancing Marcus’ sister, Syd."
6549,How to Deal,Comedy|Romance|Drama,Clare Kilner,Allison Janney|Mandy Moore|Dylan Baker|Trent Ford|Alexandra Holden,Halley is convinced true love doesn't exist based on the crazy relationships around her. Her mother is divorcing her father who is dating a younger woman Halley can't stand. Her crazed sister is planning a wedding but has second thoughts and her best friend has fallen madly in love for the first time leaving Halley to feel even more alone.
6550,Johnny English,Comedy|Thriller|Action,Peter Howitt,John Malkovich|Natalie Imbruglia|Greg Wise|Ben Miller|Rowan Atkinson,"A lowly pencil pusher working for MI7, Johnny English is suddenly promoted to super spy after Agent One is assassinated and every other agent is blown up at his funeral. When a billionaire entrepreneur sponsors the exhibition of the Crown Jewels—and the valuable gems disappear on the opening night and on English's watch—the newly-designated agent must jump into action to find the thief and recover the missing gems."
6551,The Anarchist Cookbook,Comedy|Romance,Jordan Susman,Devon Gummersall|Gina Philips|Katharine Towne|Johnny Whitworth|Dylan Bruno,"A movie about a young honors student-turned-anarchist, Puck, and his group of anarchist friends living peacefully in a Dallas commune until a nihilist, Johnny Black, appears with The Anarchist Cookbook and completely destroys their way of life."
6552,Dirty Pretty Things,Thriller|Crime|Drama,Stephen Frears,Chiwetel Ejiofor|Sergi López|Audrey Tautou|Sophie Okonedo|Benedict Wong,An undocumented immigrant finds a human heart in one of the toilets of the west London hotel where he works with other undocumented immigrants.
6553,The Embalmer,Drama,Matteo Garrone,Pietro Biondi|Valerio Foglia Manzillo|Lina Bernardi|Ernesto Mahieux|Elisabetta Rocchetti,"Peppino is an aging taxidermist mocked for being short and sleazy who meets Valerio, a handsome if artless young man fascinated by his work. Euphoric, Peppino offers him a large salary to come work as his assistant, with the job burgeoning into a budding friendship Peppino mistakes for something more. But when Valerio meets Deborah, their fledgling romance is threatened by an insanely jealous third wheel."
